ROUND;X;Y;VIEWX;VIEWY;PLAYERID;TEAM
0;-1476;682;268;0;1;0
0;-1588;856;270;0;2;0
0;2903;204;181;0;3;1
0;3114;-160;182;0;4;1
0;-1400;550;270;0;5;0
0;3009;-168;182;0;6;1
0;-1572;722;270;0;7;0
0;3008;148;183;0;8;1
0;3084;127;182;0;9;1
0;-1442;868;270;0;10;0
0;-1476;682;4;3;1;0
0;-1588;856;270;0;2;0
0;2903;204;181;0;3;1
0;3114;-160;182;0;4;1
0;-1400;550;270;0;5;0
0;3009;-168;182;0;6;1
0;-1572;722;270;0;7;0
0;3008;148;183;0;8;1
0;3084;127;182;0;9;1
0;-1442;868;270;0;10;0
0;-1476;682;109;5;1;0
0;-1588;856;270;0;2;0
0;2903;204;181;0;3;1
0;3114;-160;179;359;4;1
0;-1400;550;270;0;5;0
0;3009;-168;176;1;6;1
0;-1572;722;270;0;7;0
0;3008;148;183;0;8;1
0;3084;127;183;358;9;1
0;-1442;868;270;0;10;0
0;-1476;682;104;7;1;0
0;-1588;856;311;5;2;0
0;2903;204;182;0;3;1
0;3114;-160;127;348;4;1
0;-1400;550;270;0;5;0
0;3009;-168;179;359;6;1
0;-1572;722;270;0;7;0
0;3008;148;183;0;8;1
0;3084;127;183;358;9;1
0;-1442;868;270;0;10;0
0;-1476;682;104;7;1;0
0;-1588;856;306;12;2;0
0;2903;204;182;0;3;1
0;3114;-160;133;357;4;1
0;-1400;550;270;0;5;0
0;3009;-168;179;359;6;1
0;-1572;722;270;0;7;0
0;3008;148;183;0;8;1
0;3084;127;183;358;9;1
0;-1442;868;270;0;10;0
0;-1476;682;104;7;1;0
0;-1588;856;303;12;2;0
0;2903;204;182;0;3;1
0;3114;-160;134;357;4;1
0;-1400;550;270;0;5;0
0;3009;-168;179;359;6;1
0;-1572;722;270;0;7;0
0;3008;148;183;0;8;1
0;3084;127;183;358;9;1
0;-1442;868;270;0;10;0
0;-1476;682;197;6;1;0
0;-1588;856;303;12;2;0
0;2903;204;182;0;3;1
0;3114;-160;134;357;4;1
0;-1400;550;270;0;5;0
0;3009;-168;193;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;184;0;8;1
0;3084;127;183;358;9;1
0;-1442;868;270;0;10;0
0;-1476;682;267;4;1;0
0;-1588;856;303;12;2;0
0;2903;204;182;0;3;1
0;3114;-160;134;357;4;1
0;-1400;550;270;0;5;0
0;3009;-168;192;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;184;0;8;1
0;3084;127;183;358;9;1
0;-1442;868;270;0;10;0
0;-1476;682;269;4;1;0
0;-1588;856;303;12;2;0
0;2903;204;182;0;3;1
0;3114;-160;134;357;4;1
0;-1400;550;270;0;5;0
0;3009;-168;192;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;184;0;8;1
0;3084;127;183;358;9;1
0;-1442;868;267;0;10;0
0;-1476;682;269;4;1;0
0;-1588;856;303;12;2;0
0;2903;204;182;0;3;1
0;3114;-160;134;3;4;1
0;-1400;550;270;0;5;0
0;3009;-168;192;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;183;0;8;1
0;3084;127;181;357;9;1
0;-1442;868;265;2;10;0
0;-1476;682;277;8;1;0
0;-1588;856;303;12;2;0
0;2903;204;182;0;3;1
0;3114;-160;135;2;4;1
0;-1400;550;270;0;5;0
0;3009;-168;192;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;184;1;8;1
0;3084;127;214;13;9;1
0;-1442;868;274;359;10;0
0;-1476;682;275;8;1;0
0;-1588;856;303;12;2;0
0;2903;204;223;4;3;1
0;3114;-160;157;3;4;1
0;-1400;550;270;0;5;0
0;3009;-168;192;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;199;3;8;1
0;3084;127;214;13;9;1
0;-1442;868;274;359;10;0
0;-1476;682;272;7;1;0
0;-1588;856;299;12;2;0
0;2903;204;223;4;3;1
0;3114;-160;146;1;4;1
0;-1400;550;270;0;5;0
0;3009;-168;192;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;208;353;8;1
0;3084;127;214;13;9;1
0;-1442;868;275;359;10;0
0;-1476;682;271;8;1;0
0;-1588;856;294;12;2;0
0;2903;204;223;4;3;1
0;3114;-160;148;1;4;1
0;-1400;550;270;0;5;0
0;3009;-168;192;2;6;1
0;-1572;722;270;0;7;0
0;3008;148;198;350;8;1
0;3084;127;214;13;9;1
0;-1442;868;275;359;10;0
0;-1473;599;275;9;1;0
0;-1588;856;335;16;2;0
0;2845;149;223;4;3;1
0;3095;-82;149;359;4;1
0;-1400;550;270;0;5;0
0;2928;-186;192;2;6;1
0;-1572;722;270;0;7;0
0;2932;123;196;352;8;1
0;3045;101;214;13;9;1
0;-1438;785;272;359;10;0
0;-1419;356;320;10;1;0
0;-1527;736;293;11;2;0
0;2639;23;188;12;3;1
0;2954;80;191;0;4;1
0;-1400;550;259;347;5;0
0;2685;-266;192;2;6;1
0;-1572;722;270;0;7;0
0;2723;0;177;4;8;1
0;2802;69;184;11;9;1
0;-1426;582;303;1;10;0
0;-1204;216;332;7;1;0
0;-1464;504;299;9;2;0
0;2381;-12;169;19;3;1
0;2705;35;188;0;4;1
0;-1400;550;268;357;5;0
0;2481;-407;192;2;6;1
0;-1572;722;270;0;7;0
0;2521;-136;228;6;8;1
0;2554;107;253;10;9;1
0;-1452;459;332;3;10;0
0;-978;100;308;6;1;0
0;-1348;338;347;5;2;0
0;2132;46;167;24;3;1
0;2454;13;185;359;4;1
0;-1435;455;289;359;5;0
0;2274;-530;192;2;6;1
0;-1572;722;270;0;7;0
0;2382;-338;217;359;8;1
0;2375;109;288;8;9;1
0;-1257;305;3;0;10;0
0;-827;-103;311;7;1;0
0;-1142;235;17;2;2;0
0;1952;158;151;23;3;1
0;2224;68;179;359;4;1
0;-1444;420;298;358;5;0
0;2031;-607;193;1;6;1
0;-1572;722;270;0;7;0
0;2230;-526;210;359;8;1
0;2375;109;236;11;9;1
0;-1035;315;72;0;10;0
0;-658;-298;304;3;1;0
0;-960;395;24;2;2;0
0;1722;256;178;24;3;1
0;2042;241;181;358;4;1
0;-1444;420;310;359;5;0
0;1785;-676;192;0;6;1
0;-1567;548;321;2;7;0
0;2002;-635;189;2;8;1
0;2238;132;139;13;9;1
0;-977;552;84;359;10;0
0;-616;-553;325;4;1;0
0;-954;662;58;2;2;0
0;1477;154;203;22;3;1
0;1778;248;182;357;4;1
0;-1289;278;345;359;5;0
0;1522;-704;196;0;6;1
0;-1558;557;322;2;7;0
0;1741;-670;183;1;8;1
0;2027;298;188;15;9;1
0;-958;825;86;1;10;0
0;-455;-709;357;11;1;0
0;-987;909;64;2;2;0
0;1415;127;203;22;3;1
0;1525;237;185;356;4;1
0;-1044;275;70;358;5;0
0;1271;-763;188;2;6;1
0;-1470;467;335;0;7;0
0;1493;-692;192;2;8;1
0;1778;254;196;15;9;1
0;-936;1082;19;1;10;0
0;-228;-659;341;9;1;0
0;-900;1145;51;4;2;0
0;1284;72;189;11;3;1
0;1382;255;139;1;4;1
0;-905;447;7;357;5;0
0;1062;-879;167;2;6;1
0;-1266;331;350;1;7;0
0;1255;-696;200;0;8;1
0;1585;157;204;14;9;1
0;-795;1264;15;359;10;0
0;-63;-567;332;2;1;0
0;-725;1242;18;2;2;0
0;1115;66;176;5;3;1
0;1546;421;121;358;4;1
0;-775;243;346;0;5;0
0;886;-1043;150;1;6;1
0;-1055;205;329;2;7;0
0;1028;-597;105;5;8;1
0;1421;113;88;13;9;1
0;-557;1354;17;1;10;0
0;-135;-730;6;0;1;0
0;-478;1276;19;3;2;0
0;1017;269;191;358;3;1
0;1452;619;167;357;4;1
0;-569;162;348;0;5;0
0;863;-1029;150;1;6;1
0;-966;-20;323;1;7;0
0;1018;-376;73;6;8;1
0;1512;330;124;12;9;1
0;-399;1529;50;4;10;0
0;-320;-869;17;1;1;0
0;-236;1318;19;2;2;0
0;940;291;190;358;3;1
0;1534;826;180;357;4;1
0;-777;174;262;3;5;0
0;774;-1134;125;3;6;1
0;-893;-260;323;0;7;0
0;1176;-197;238;14;8;1
0;1418;199;245;12;9;1
0;-255;1740;49;3;10;0
0;-559;-872;17;1;1;0
0;-109;1288;38;0;2;0
0;738;173;186;358;3;1
0;1332;932;113;357;4;1
0;-863;-38;313;2;5;0
0;540;-1097;115;2;6;1
0;-861;-515;319;0;7;0
0;1235;16;150;5;8;1
0;1405;252;181;12;9;1
0;-73;1918;347;7;10;0
0;-737;-845;8;359;1;0
0;16;1295;41;0;2;0
0;707;-58;187;359;3;1
0;1319;1162;112;358;4;1
0;-831;-35;39;0;5;0
0;411;-904;153;1;6;1
0;-874;-753;326;1;7;0
0;1047;112;157;1;8;1
0;1538;450;111;11;9;1
0;154;1955;314;358;10;0
0;-736;-873;9;0;1;0
0;182;1315;47;0;2;0
0;604;-149;198;4;3;1
0;1319;1409;128;0;4;1
0;-795;177;350;358;5;0
0;362;-716;186;359;6;1
0;-817;-992;17;0;7;0
0;869;254;189;359;8;1
0;1382;571;173;9;9;1
0;336;1809;306;359;10;0
0;-743;-787;18;359;1;0
0;390;1389;57;0;2;0
0;524;-221;203;7;3;1
0;1319;1578;193;2;4;1
0;-554;148;347;359;5;0
0;321;-600;199;0;6;1
0;-766;-1019;18;0;7;0
0;678;388;214;358;8;1
0;1137;624;169;8;9;1
0;451;1755;287;359;10;0
0;-837;-563;78;6;1;0
0;405;1429;75;1;2;0
0;528;-211;185;9;3;1
0;1319;1578;164;353;4;1
0;-479;-58;11;1;5;0
0;314;-569;199;0;6;1
0;-841;-926;14;0;7;0
0;473;369;209;358;8;1
0;902;700;168;9;9;1
0;498;1736;284;0;10;0
0;-823;-349;356;0;1;0
0;282;1326;110;4;2;0
0;452;-278;192;18;3;1
0;1319;1578;167;356;4;1
0;-482;-74;26;4;5;0
0;345;-676;191;0;6;1
0;-844;-918;11;0;7;0
0;475;266;198;359;8;1
0;699;717;98;3;9;1
0;607;1600;274;0;10;0
0;-609;-375;311;352;1;0
0;37;1303;182;1;2;0
0;223;-285;211;12;3;1
0;1319;1578;158;356;4;1
0;-502;-3;8;2;5;0
0;344;-668;191;0;6;1
0;-850;-888;10;0;7;0
0;507;157;189;359;8;1
0;796;749;125;10;9;1
0;714;1553;271;2;10;0
0;-598;-606;341;6;1;0
0;-18;1378;347;5;2;0
0;13;-339;227;0;3;1
0;1319;1578;159;355;4;1
0;-495;-41;8;2;5;0
0;341;-639;193;0;6;1
0;-846;-908;10;0;7;0
0;587;32;170;2;8;1
0;759;635;89;2;9;1
0;543;1534;285;1;10;0
0;-511;-748;3;11;1;0
0;103;1577;357;4;2;0
0;73;-382;233;355;3;1
0;1319;1578;158;356;4;1
0;-506;36;1;2;5;0
0;320;-444;154;4;6;1
0;-834;-964;17;0;7;0
0;584;-37;165;358;8;1
0;759;650;99;0;9;1
0;690;1539;270;1;10;0
0;-490;-761;2;12;1;0
0;327;1662;337;3;2;0
0;-17;-418;255;2;3;1
0;1319;1578;160;352;4;1
0;-506;36;1;1;5;0
0;140;-331;183;3;6;1
0;-862;-883;12;0;7;0
0;628;144;182;357;8;1
0;936;691;25;13;9;1
0;905;1464;223;3;10;0
0;-490;-764;3;11;1;0
0;539;1659;280;0;2;0
0;-178;-528;272;0;3;1
0;1319;1578;159;354;4;1
0;-496;-60;28;2;5;0
0;-35;-298;239;4;6;1
0;-948;-838;2;0;7;0
0;1068;723;168;8;9;1
0;910;1413;218;6;10;0
0;-490;-764;3;11;1;0
0;514;1652;283;0;2;0
0;-316;-716;277;0;3;1
0;1319;1578;160;354;4;1
0;-460;77;12;3;5;0
0;-136;-495;239;4;6;1
0;-952;-929;10;359;7;0
0;928;697;137;7;9;1
0;816;1428;262;2;10;0
0;-490;-764;3;11;1;0
0;517;1653;283;0;2;0
0;-443;-900;184;0;3;1
0;1319;1578;160;358;4;1
0;-504;-80;11;2;5;0
0;-260;-665;210;2;6;1
0;-936;-1001;14;0;7;0
0;686;675;86;1;9;1
0;782;1489;265;1;10;0
0;-484;-762;3;12;1;0
0;553;1659;283;0;2;0
0;1319;1578;160;356;4;1
0;-319;-7;74;1;5;0
0;-132;-838;185;0;6;1
0;-947;-848;2;0;7;0
0;724;664;85;0;9;1
0;790;1490;263;1;10;0
0;-457;-715;322;21;1;0
0;535;1654;281;0;2;0
0;1319;1578;166;355;4;1
0;-419;38;5;1;5;0
0;-132;-821;178;0;6;1
0;-948;-800;353;0;7;0
0;870;679;10;17;9;1
0;789;1492;265;0;10;0
0;-411;-747;332;33;1;0
0;623;1670;276;0;2;0
0;1319;1578;163;355;4;1
0;-297;49;40;1;5;0
0;-926;-692;335;0;7;0
0;1115;676;337;12;9;1
0;789;1492;265;0;10;0
0;-437;-708;359;14;1;0
0;596;1670;277;0;2;0
0;1319;1578;158;355;4;1
0;-145;146;21;359;5;0
0;-861;-566;312;0;7;0
0;1349;607;330;12;9;1
0;789;1492;261;0;10;0
0;-461;-592;290;14;1;0
0;611;1672;277;0;2;0
0;1319;1578;157;355;4;1
0;-28;59;19;0;5;0
0;-880;-731;344;359;7;0
0;1533;500;229;9;9;1
0;736;1566;269;0;10;0
0;-461;-594;303;11;1;0
0;480;1710;284;0;2;0
0;1306;1557;139;357;4;1
0;118;259;354;0;5;0
0;-853;-974;16;359;7;0
0;1534;521;155;0;9;1
0;530;1688;148;0;10;0
0;-494;-695;349;12;1;0
0;390;1659;289;1;2;0
0;1247;1515;120;0;4;1
0;315;401;339;0;5;0
0;-779;-1062;25;0;7;0
0;1448;591;162;358;9;1
0;341;1812;156;1;10;0
0;-495;-735;1;11;1;0
0;464;1679;285;1;2;0
0;1170;1647;125;2;4;1
0;537;497;326;1;5;0
0;-776;-1042;20;359;7;0
0;1326;555;158;356;9;1
0;218;1987;82;2;10;0
0;-498;-646;121;18;1;0
0;659;1674;273;0;2;0
0;1178;1775;136;0;4;1
0;574;729;301;1;5;0
0;-762;-984;18;359;7;0
0;1206;513;149;356;9;1
0;274;2185;348;0;10;0
0;-569;-442;115;22;1;0
0;795;1554;262;0;2;0
0;1161;1902;156;0;4;1
0;590;749;294;1;5;0
0;-694;-1064;26;0;7;0
0;1167;540;151;353;9;1
0;486;2196;339;359;10;0
0;-709;-298;100;357;1;0
0;744;1429;266;0;2;0
0;1067;1904;139;3;4;1
0;590;749;294;1;5;0
0;-719;-1064;26;0;7;0
0;1133;574;153;352;9;1
0;632;2232;327;0;10;0
0;-862;-116;79;356;1;0
0;656;1216;275;0;2;0
0;1077;1916;144;4;4;1
0;590;749;294;1;5;0
0;-746;-1050;19;359;7;0
0;1081;674;163;358;9;1
0;-890;114;9;355;1;0
0;642;1240;112;1;2;0
0;1104;1852;145;4;4;1
0;590;749;294;1;5;0
0;-704;-1059;25;359;7;0
0;1061;776;203;359;9;1
0;-697;235;331;356;1;0
0;613;1413;95;1;2;0
0;1174;1935;158;4;4;1
0;590;749;294;1;5;0
0;-681;-1064;26;0;7;0
0;1104;1017;97;5;9;1
0;-534;82;356;359;1;0
0;589;1536;19;2;2;0
0;1046;1949;155;3;4;1
0;590;749;294;1;5;0
0;-794;-1050;22;359;7;0
0;1051;1261;280;14;9;1
0;-442;-78;23;3;1;0
0;573;1583;120;0;2;0
0;925;2066;178;0;4;1
0;590;749;294;1;5;0
0;-761;-1053;22;359;7;0
0;1112;1500;48;9;9;1
0;-330;-20;78;359;1;0
0;364;1667;110;0;2;0
0;834;2186;192;2;4;1
0;590;749;294;1;5;0
0;-764;-1045;20;359;7;0
0;1134;1726;216;9;9;1
0;-293;191;77;357;1;0
0;145;1718;70;359;2;0
0;691;2223;199;3;4;1
0;590;749;290;356;5;0
0;-754;-1056;19;359;7;0
0;1098;1783;271;8;9;1
0;-297;431;73;356;1;0
0;57;1852;44;359;2;0
0;453;2197;214;4;4;1
0;569;744;285;358;5;0
0;-749;-1032;19;359;7;0
0;1125;1783;267;5;9;1
0;-328;668;67;357;1;0
0;101;1840;56;1;2;0
0;356;2167;222;3;4;1
0;499;667;309;358;5;0
0;-736;-1064;19;359;7;0
0;1122;1783;266;6;9;1
0;-309;837;65;359;1;0
0;26;1908;34;1;2;0
0;510;2150;195;4;4;1
0;499;641;309;358;5;0
0;-737;-1062;19;359;7;0
0;1130;1783;263;6;9;1
0;-261;859;67;359;1;0
0;-106;2070;354;1;2;0
0;737;2097;180;6;4;1
0;498;481;324;358;5;0
0;-736;-1063;19;359;7;0
0;1125;1812;150;9;9;1
0;-100;971;83;355;1;0
0;-163;2074;349;0;2;0
0;892;2085;173;5;4;1
0;309;347;343;358;5;0
0;-746;-1035;19;359;7;0
0;999;1891;289;8;9;1
0;-83;1081;81;1;1;0
0;-202;2210;331;0;2;0
0;957;2074;209;4;4;1
0;83;349;344;358;5;0
0;-748;-1026;19;0;7;0
0;1149;1862;264;6;9;1
0;-103;1099;69;7;1;0
0;-381;2206;336;0;2;0
0;947;1973;265;3;4;1
0;-73;388;346;359;5;0
0;-743;-1037;19;0;7;0
0;1148;1857;263;6;9;1
0;-102;1102;69;8;1;0
0;-378;2172;335;0;2;0
0;997;1988;150;357;4;1
0;-211;337;359;359;5;0
0;-732;-1064;19;0;7;0
0;1077;1826;271;7;9;1
0;-107;1213;53;9;1;0
0;-353;1959;8;1;2;0
0;924;2059;170;5;4;1
0;-151;170;0;0;5;0
0;-745;-1026;19;0;7;0
0;1195;1816;259;5;9;1
0;-38;1304;50;9;1;0
0;-199;1812;28;359;2;0
0;782;2074;153;5;4;1
0;-137;403;347;0;5;0
0;-743;-1032;19;0;7;0
0;1275;1816;254;6;9;1
0;84;1290;78;10;1;0
0;-177;1831;28;359;2;0
0;611;2066;131;5;4;1
0;-135;420;347;0;5;0
0;-734;-1048;19;0;7;0
0;1294;1694;152;9;9;1
0;212;1290;86;10;1;0
0;-237;1810;28;359;2;0
0;567;2075;131;4;4;1
0;-137;411;348;0;5;0
0;-742;-1025;18;359;7;0
0;1294;1669;214;8;9;1
0;338;1291;96;12;1;0
0;-256;1849;25;359;2;0
0;529;2110;147;6;4;1
0;-186;290;293;0;5;0
0;-735;-1044;18;359;7;0
0;1294;1672;222;9;9;1
0;462;1290;98;12;1;0
0;-375;1975;22;359;2;0
0;349;2182;229;2;4;1
0;-316;129;2;0;5;0
0;-733;-1051;18;359;7;0
0;1291;1674;229;10;9;1
0;462;1298;101;13;1;0
0;-429;2167;350;1;2;0
0;220;2013;175;4;4;1
0;-410;2;7;0;5;0
0;-743;-1020;18;359;7;0
0;1294;1684;232;10;9;1
0;462;1298;119;12;1;0
0;-428;2027;348;1;2;0
0;114;1935;199;2;4;1
0;-519;210;223;6;5;0
0;-742;-1025;18;359;7;0
0;1221;1718;260;3;9;1
0;454;1311;117;11;1;0
0;-429;2027;1;0;2;0
0;92;2004;184;4;4;1
0;-764;193;243;0;5;0
0;-732;-1053;18;359;7;0
0;1165;1727;259;7;9;1
0;454;1311;120;13;1;0
0;-425;2040;347;1;2;0
0;-866;20;297;358;5;0
0;-743;-1021;17;359;7;0
0;1051;1884;144;12;9;1
0;300;1316;66;17;1;0
0;-287;1932;350;1;2;0
0;-735;-191;306;357;5;0
0;-737;-1040;18;359;7;0
0;904;2077;194;10;9;1
0;99;1290;55;14;1;0
0;-68;1904;356;4;2;0
0;-587;-377;307;358;5;0
0;-744;-1020;18;359;7;0
0;785;2143;182;6;9;1
0;19;1290;54;14;1;0
0;115;1966;23;4;2;0
0;-598;-618;342;6;5;0
0;-735;-1046;18;359;7;0
0;703;2227;198;3;9;1
0;64;1294;266;31;1;0
0;257;2124;359;0;2;0
0;-478;-752;0;11;5;0
0;-742;-1024;18;359;7;0
0;791;2169;186;2;9;1
0;-95;1233;276;31;1;0
0;-400;-698;344;17;5;0
0;-758;-984;63;0;7;0
0;836;2158;260;6;9;1
0;-81;1210;67;11;1;0
0;-309;-698;348;16;5;0
0;-787;-731;94;3;7;0
0;915;2038;275;6;9;1
0;-83;1196;69;9;1;0
0;-282;-698;22;17;5;0
0;-813;-477;93;3;7;0
0;979;1935;299;5;9;1
0;-72;1192;72;14;1;0
0;-275;-779;327;52;5;0
0;-835;-221;90;3;7;0
0;1103;1918;269;5;9;1
0;-125;1030;72;14;1;0
0;-135;-823;339;32;5;0
0;-839;36;91;3;7;0
0;1181;1909;261;4;9;1
0;-168;841;78;1;1;0
0;-187;-771;309;47;5;0
0;-849;309;93;3;7;0
0;1109;1924;184;10;9;1
0;-318;950;61;0;1;0
0;-187;-772;245;30;5;0
0;-862;566;93;3;7;0
0;1117;1835;282;10;9;1
0;-291;945;63;359;1;0
0;-384;-880;182;1;5;0
0;-977;770;57;3;7;0
0;1141;1585;261;12;9;1
0;-271;934;64;359;1;0
0;-635;-858;162;1;5;0
0;-1058;936;25;1;7;0
0;1051;1357;304;9;9;1
0;-280;939;64;359;1;0
0;-791;-687;108;354;5;0
0;-1062;1070;19;359;7;0
0;1019;1216;306;4;9;1
0;-295;946;64;359;1;0
0;-851;-448;83;359;5;0
0;-1057;1106;22;0;7;0
0;1031;1089;270;8;9;1
0;-332;977;354;2;1;0
0;-805;-202;82;359;5;0
0;-911;1054;31;1;7;0
0;1049;967;258;5;9;1
0;-326;926;22;1;1;0
0;-880;19;56;0;5;0
0;-888;1036;42;2;7;0
0;1043;842;204;0;9;1
0;-260;720;9;0;1;0
0;-749;204;2;1;5;0
0;-871;1016;43;3;7;0
0;976;734;161;348;9;1
0;-240;481;337;1;1;0
0;-514;144;340;3;5;0
0;-867;1063;31;5;7;0
0;858;682;144;359;9;1
0;-159;379;350;0;1;0
0;-332;13;10;1;5;0
0;-650;1110;46;3;7;0
0;714;667;98;2;9;1
0;-44;356;351;1;1;0
0;-105;37;19;359;5;0
0;-510;1110;49;3;7;0
0;682;784;98;3;9;1
0;172;433;339;359;1;0
0;112;143;8;0;5;0
0;-429;1116;10;15;7;0
0;687;819;99;2;9;1
0;407;448;332;0;1;0
0;351;158;8;0;5;0
0;-264;1110;66;4;7;0
0;771;760;8;20;9;1
0;538;504;324;0;1;0
0;589;137;19;0;5;0
0;-140;1141;67;359;7;0
0;805;727;346;10;9;1
0;542;511;324;0;1;0
0;791;268;328;0;5;0
0;-244;1219;36;0;7;0
0;704;770;100;6;9;1
0;508;465;326;0;1;0
0;982;162;340;0;5;0
0;-350;1440;61;0;7;0
0;675;932;99;4;9;1
0;492;441;330;0;1;0
0;1093;-21;24;0;5;0
0;-398;1679;31;358;7;0
0;668;1183;121;6;9;1
0;460;385;337;0;1;0
0;1329;-54;74;0;5;0
0;-421;1919;358;359;7;0
0;704;1427;150;6;9;1
0;251;296;166;357;1;0
0;1552;17;100;0;5;0
0;-393;2102;348;359;7;0
0;609;1647;192;6;9;1
0;10;340;139;359;1;0
0;1683;207;120;359;5;0
0;-382;2127;301;0;7;0
0;389;1750;198;3;9;1
0;-148;483;84;357;1;0
0;1781;411;155;359;5;0
0;-382;2110;353;359;7;0
0;173;1855;146;4;9;1
0;-286;688;68;357;1;0
0;1854;583;175;357;5;0
0;-342;2172;324;0;7;0
0;41;2044;235;6;9;1
0;-315;858;65;359;1;0
0;1659;606;170;357;5;0
0;-316;2228;351;6;7;0
0;-47;2205;186;0;9;1
0;-186;874;85;0;1;0
0;1436;615;127;356;5;0
0;-94;2094;144;5;9;1
0;-198;1083;92;0;1;0
0;1194;665;173;356;5;0
0;-279;2218;310;8;9;1
0;-396;1202;85;0;1;0
0;953;712;158;355;5;0
0;-388;2232;272;0;9;1
0;-560;1224;58;3;1;0
0;716;768;114;358;5;0
0;-271;2207;281;7;9;1
0;-749;1279;23;4;1;0
0;729;991;118;359;5;0
0;-258;2210;326;5;9;1
0;-644;1237;45;0;1;0
0;698;1228;124;359;5;0
0;-235;2220;317;1;9;1
0;-547;1208;65;1;1;0
0;698;1469;149;359;5;0
0;-268;2216;305;7;9;1
1;-504;1219;63;1;1;0
1;693;1624;149;1;5;0
1;-449;1396;65;8;1;0
1;501;1669;152;1;5;0
1;-393;1626;91;10;1;0
1;305;1813;144;0;5;0
1;-404;1872;83;15;1;0
1;92;1941;143;359;5;0
1;-423;2114;38;25;1;0
1;-92;2116;152;0;5;0
1;-334;2182;359;30;1;0
1;-302;2190;169;4;5;0
1;-402;2162;31;31;1;0
1;-316;2232;191;3;5;0
1;-1327;755;256;358;1;0
1;-1353;645;268;359;2;0
1;3114;-160;182;0;3;1
1;3092;-5;188;356;4;1
1;-1469;753;269;359;5;0
1;3009;-168;180;0;6;1
1;-1382;815;270;359;7;0
1;3146;248;182;0;8;1
1;3190;-134;182;0;9;1
1;-1476;682;270;0;10;0
1;-1327;755;252;358;1;0
1;-1353;645;262;359;2;0
1;3114;-160;174;7;3;1
1;3092;-5;188;356;4;1
1;-1469;753;271;359;5;0
1;3009;-168;180;0;6;1
1;-1382;815;268;357;7;0
1;3146;248;182;0;8;1
1;3190;-134;182;0;9;1
1;-1476;682;270;0;10;0
1;-1327;755;183;4;1;0
1;-1353;645;262;359;2;0
1;3114;-160;169;1;3;1
1;3092;-5;187;356;4;1
1;-1469;753;271;359;5;0
1;3009;-168;180;0;6;1
1;-1382;815;269;1;7;0
1;3146;248;182;0;8;1
1;3190;-134;182;0;9;1
1;-1476;682;270;0;10;0
1;-1327;755;238;7;1;0
1;-1353;645;262;359;2;0
1;3114;-160;168;1;3;1
1;3092;-5;186;357;4;1
1;-1469;753;276;358;5;0
1;3009;-168;172;0;6;1
1;-1382;815;266;1;7;0
1;3146;248;224;0;8;1
1;3190;-134;181;0;9;1
1;-1476;682;270;0;10;0
1;-1327;755;179;6;1;0
1;-1353;645;262;359;2;0
1;3114;-160;164;5;3;1
1;3092;-5;169;357;4;1
1;-1469;753;268;359;5;0
1;3009;-168;172;0;6;1
1;-1382;815;268;5;7;0
1;3146;248;218;0;8;1
1;3190;-134;157;6;9;1
1;-1476;682;270;0;10;0
1;-1327;755;176;7;1;0
1;-1353;645;262;359;2;0
1;3114;-160;164;5;3;1
1;3092;-5;168;358;4;1
1;-1469;753;269;358;5;0
1;3009;-168;172;0;6;1
1;-1382;815;268;5;7;0
1;3146;248;217;359;8;1
1;3190;-134;161;8;9;1
1;-1476;682;270;0;10;0
1;-1327;755;176;7;1;0
1;-1353;645;258;358;2;0
1;3114;-160;165;5;3;1
1;3092;-5;177;358;4;1
1;-1469;753;270;358;5;0
1;3009;-168;172;0;6;1
1;-1382;815;268;5;7;0
1;3146;248;219;358;8;1
1;3190;-134;161;8;9;1
1;-1476;682;270;0;10;0
1;-1327;755;176;7;1;0
1;-1353;645;258;358;2;0
1;3114;-160;165;5;3;1
1;3092;-5;173;358;4;1
1;-1469;753;270;358;5;0
1;3009;-168;174;0;6;1
1;-1382;815;263;8;7;0
1;3146;248;217;358;8;1
1;3190;-134;161;8;9;1
1;-1476;682;270;0;10;0
1;-1327;755;206;6;1;0
1;-1353;645;140;12;2;0
1;3114;-160;165;5;3;1
1;3092;-5;176;0;4;1
1;-1469;753;270;358;5;0
1;3009;-168;174;0;6;1
1;-1382;815;264;7;7;0
1;3146;248;217;357;8;1
1;3190;-134;161;8;9;1
1;-1476;682;270;0;10;0
1;-1327;755;245;6;1;0
1;-1353;645;114;3;2;0
1;3114;-160;127;8;3;1
1;3092;-5;175;0;4;1
1;-1469;753;270;358;5;0
1;3009;-168;174;0;6;1
1;-1382;815;264;10;7;0
1;3146;248;217;357;8;1
1;3190;-134;161;8;9;1
1;-1476;682;270;0;10;0
1;-1327;755;245;6;1;0
1;-1353;645;112;3;2;0
1;3114;-160;161;9;3;1
1;3092;-5;171;0;4;1
1;-1469;753;270;358;5;0
1;3009;-168;174;0;6;1
1;-1382;815;264;10;7;0
1;3146;248;217;357;8;1
1;3190;-134;161;8;9;1
1;-1476;682;270;0;10;0
1;-1327;755;260;6;1;0
